studentId,courseCode,day,period,roomNumber
1,MADR 3002,T,3,Room 1
1,MADR 3002,TH,3,Room 1
1,MADR 3006,M,2,Room 1
1,MADR 3006,W,2,Room 1
1,MADR 3014,T,2,Room 2
1,MADR 3014,TH,2,Room 2
1,MADR 3711,T,2,Room 1
1,MADR 3711,TH,2,Room 1
2,MADR 1001,T,8,Room 1
2,MADR 1001,TH,8,Room 1
2,MADR 3006,M,2,Room 1
2,MADR 3006,W,2,Room 1
2,MADR 3014,T,2,Room 2
2,MADR 3014,TH,2,Room 2
2,MADR 3711,T,2,Room 1
2,MADR 3711,TH,2,Room 1
3,MADR 3014,T,2,Room 2
3,MADR 3014,TH,2,Room 2
3,MADR 3019,TH,6,Room 4
3,MADR 3301,T,1,Room 4
3,MADR 3301,TH,1,Room 4
3,MADR 3711,T,2,Room 1
3,MADR 3711,TH,2,Room 1
4,MADR 3017,T,1,Room 2
4,MADR 3017,TH,1,Room 2
4,MADR 3019,TH,6,Room 4
4,MADR 3604,M,1,Room 2
4,MADR 3604,W,1,Room 2
4,MADR 4901,T,3,Room 2
4,MADR 4901,TH,3,Room 2
5,MADR 3002,T,3,Room 1
5,MADR 3002,TH,3,Room 1
5,MADR 3031,M,5,Room 2
5,MADR 3031,T,5,Room 2
5,MADR 3031,TH,5,Room 2
5,MADR 3031,W,5,Room 2
5,MADR 3206,M,5,Room 1
5,MADR 3206,T,5,Room 1
5,MADR 3206,TH,5,Room 1
5,MADR 3206,W,5,Room 1
5,MADR 3711,T,2,Room 1
5,MADR 3711,TH,2,Room 1
6,MADR 3001,T,3,Room 3
6,MADR 3001,TH,3,Room 3
6,MADR 3025,M,6,Room 1
6,MADR 3025,T,6,Room 1
6,MADR 3025,TH,6,Room 1
6,MADR 3025,W,6,Room 1
6,MADR 3206,M,5,Room 1
6,MADR 3206,T,5,Room 1
6,MADR 3206,TH,5,Room 1
6,MADR 3206,W,5,Room 1
6,MADR 3604,M,1,Room 2
6,MADR 3604,W,1,Room 2
7,MADR 3018,T,3,Room 4
7,MADR 3018,TH,3,Room 4
7,MADR 3021,T,5,Room 7
7,MADR 3023,M,5,Room 4
7,MADR 3023,T,5,Room 4
7,MADR 3023,TH,5,Room 4
7,MADR 3023,W,5,Room 4
7,MADR 3711,T,2,Room 1
7,MADR 3711,TH,2,Room 1
8,MADR 1001,T,8,Room 1
8,MADR 1001,TH,8,Room 1
8,MADR 3012,M,1,Room 1
8,MADR 3012,T,1,Room 1
8,MADR 3012,TH,1,Room 1
8,MADR 3012,W,1,Room 1
8,MADR 3021,T,5,Room 7
8,MADR 4511W,M,7,Room 2
8,MADR 4511W,W,7,Room 2
9,MADR 1002,M,2,Room 2
9,MADR 1002,W,2,Room 2
9,MADR 3006,M,2,Room 1
9,MADR 3006,W,2,Room 1
9,MADR 3021,T,5,Room 7
9,MADR 3711,T,2,Room 1
9,MADR 3711,TH,2,Room 1
10,MADR 3001,T,3,Room 3
10,MADR 3001,TH,3,Room 3
10,MADR 3012,M,1,Room 1
10,MADR 3012,T,1,Room 1
10,MADR 3012,TH,1,Room 1
10,MADR 3012,W,1,Room 1
10,MADR 3025,M,6,Room 1
10,MADR 3025,T,6,Room 1
10,MADR 3025,TH,6,Room 1
10,MADR 3025,W,6,Room 1
10,MADR 3206,M,5,Room 1
10,MADR 3206,T,5,Room 1
10,MADR 3206,TH,5,Room 1
10,MADR 3206,W,5,Room 1
11,MADR 3023,M,5,Room 4
11,MADR 3023,T,5,Room 4
11,MADR 3023,TH,5,Room 4
11,MADR 3023,W,5,Room 4
11,MADR 3027,M,7,Room 1
11,MADR 3027,T,7,Room 1
11,MADR 3027,TH,7,Room 1
11,MADR 3027,W,7,Room 1
11,MADR 3604,M,1,Room 2
11,MADR 3604,W,1,Room 2
11,MADR 4901,T,3,Room 2
11,MADR 4901,TH,3,Room 2
12,MADR 1001,T,8,Room 1
12,MADR 1001,TH,8,Room 1
12,MADR 3206,M,5,Room 1
12,MADR 3206,T,5,Room 1
12,MADR 3206,TH,5,Room 1
12,MADR 3206,W,5,Room 1
12,MADR 3301,T,1,Room 4
12,MADR 3301,TH,1,Room 4
12,MADR 4901,T,3,Room 2
12,MADR 4901,TH,3,Room 2
13,MADR 3002,T,3,Room 1
13,MADR 3002,TH,3,Room 1
13,MADR 3025,M,6,Room 1
13,MADR 3025,T,6,Room 1
13,MADR 3025,TH,6,Room 1
13,MADR 3025,W,6,Room 1
13,MADR 3206,M,5,Room 1
13,MADR 3206,T,5,Room 1
13,MADR 3206,TH,5,Room 1
13,MADR 3206,W,5,Room 1
13,MADR 3604,M,1,Room 2
13,MADR 3604,W,1,Room 2
13,MADR 4901,T,3,Room 2
13,MADR 4901,TH,3,Room 2
14,MADR 3006,M,2,Room 1
14,MADR 3006,W,2,Room 1
14,MADR 3017,T,1,Room 2
14,MADR 3017,TH,1,Room 2
14,MADR 3024,T,1,Room 6
14,MADR 3024,TH,1,Room 6
14,MADR 3025,M,6,Room 1
14,MADR 3025,T,6,Room 1
14,MADR 3025,TH,6,Room 1
14,MADR 3025,W,6,Room 1
15,MADR 3006,M,2,Room 1
15,MADR 3006,W,2,Room 1
15,MADR 3013,M,5,Room 3
15,MADR 3013,T,5,Room 3
15,MADR 3013,TH,5,Room 3
15,MADR 3013,W,5,Room 3
15,MADR 3017,T,1,Room 2
15,MADR 3017,TH,1,Room 2
15,MADR 3031,M,5,Room 2
15,MADR 3031,T,5,Room 2
15,MADR 3031,TH,5,Room 2
15,MADR 3031,W,5,Room 2
15,MADR 3301,T,1,Room 4
15,MADR 3301,TH,1,Room 4
16,MADR 3008,T,4,Room 1
16,MADR 3008,TH,4,Room 1
16,MADR 3012,M,1,Room 1
16,MADR 3012,T,1,Room 1
16,MADR 3012,TH,1,Room 1
16,MADR 3012,W,1,Room 1
16,MADR 3014,T,2,Room 2
16,MADR 3014,TH,2,Room 2
16,MADR 3019,TH,6,Room 4
17,MADR 1001,T,8,Room 1
17,MADR 1001,TH,8,Room 1
17,MADR 3006,M,2,Room 1
17,MADR 3006,W,2,Room 1
17,MADR 3014,T,2,Room 2
17,MADR 3014,TH,2,Room 2
17,MADR 3711,T,2,Room 1
17,MADR 3711,TH,2,Room 1
18,MADR 3002,T,3,Room 1
18,MADR 3002,TH,3,Room 1
18,MADR 3021,T,5,Room 7
18,MADR 3206,M,5,Room 1
18,MADR 3206,T,5,Room 1
18,MADR 3206,TH,5,Room 1
18,MADR 3206,W,5,Room 1
18,MADR 3711,T,2,Room 1
18,MADR 3711,TH,2,Room 1
19,MADR 3002,T,3,Room 1
19,MADR 3002,TH,3,Room 1
19,MADR 3008,T,4,Room 1
19,MADR 3008,TH,4,Room 1
19,MADR 3023,M,5,Room 4
19,MADR 3023,T,5,Room 4
19,MADR 3023,TH,5,Room 4
19,MADR 3023,W,5,Room 4
19,MADR 3206,M,5,Room 1
19,MADR 3206,T,5,Room 1
19,MADR 3206,TH,5,Room 1
19,MADR 3206,W,5,Room 1
20,MADR 3006,M,2,Room 1
20,MADR 3006,W,2,Room 1
20,MADR 3019,TH,6,Room 4
20,MADR 3025,M,6,Room 1
20,MADR 3025,T,6,Room 1
20,MADR 3025,TH,6,Room 1
20,MADR 3025,W,6,Room 1
20,MADR 3711,T,2,Room 1
20,MADR 3711,TH,2,Room 1
21,MADR 3024,T,1,Room 6
21,MADR 3024,TH,1,Room 6
21,MADR 3026,M,6,Room 2
21,MADR 3026,T,6,Room 2
21,MADR 3026,TH,6,Room 2
21,MADR 3026,W,6,Room 2
21,MADR 4041,M,5,Room 5
21,MADR 4041,T,5,Room 5
21,MADR 4041,TH,5,Room 5
21,MADR 4041,W,5,Room 5
21,MADR 4611,M,6,Room 3
21,MADR 4611,T,6,Room 3
21,MADR 4611,TH,6,Room 3
21,MADR 4611,W,6,Room 3
22,MADR 3024,T,1,Room 6
22,MADR 3024,TH,1,Room 6
22,MADR 3025,M,6,Room 1
22,MADR 3025,T,6,Room 1
22,MADR 3025,TH,6,Room 1
22,MADR 3025,W,6,Room 1
22,MADR 3301,T,1,Room 4
22,MADR 3301,TH,1,Room 4
22,MADR 4901,T,3,Room 2
22,MADR 4901,TH,3,Room 2
23,MADR 3031,M,5,Room 2
23,MADR 3031,T,5,Room 2
23,MADR 3031,TH,5,Room 2
23,MADR 3031,W,5,Room 2
23,MADR 3206,M,5,Room 1
23,MADR 3206,T,5,Room 1
23,MADR 3206,TH,5,Room 1
23,MADR 3206,W,5,Room 1
23,MADR 3301,T,1,Room 4
23,MADR 3301,TH,1,Room 4
23,MADR 3711,T,2,Room 1
23,MADR 3711,TH,2,Room 1
24,MADR 3008,T,4,Room 1
24,MADR 3008,TH,4,Room 1
24,MADR 3013,M,5,Room 3
24,MADR 3013,T,5,Room 3
24,MADR 3013,TH,5,Room 3
24,MADR 3013,W,5,Room 3
24,MADR 3024,T,1,Room 6
24,MADR 3024,TH,1,Room 6
24,MADR 3026,M,6,Room 2
24,MADR 3026,T,6,Room 2
24,MADR 3026,TH,6,Room 2
24,MADR 3026,W,6,Room 2
25,MADR 1003,T,8,Room 2
25,MADR 1003,TH,8,Room 2
25,MADR 3012,M,1,Room 1
25,MADR 3012,T,1,Room 1
